id,prediction
0,0.40858302
1,0.5452477
2,0.36932153
3,0.56604505
4,0.3789734
5,0.77776915
6,0.6921326
7,0.32359284
8,0.22388904
9,0.748707
10,0.5052511
11,0.34521893
12,0.59092116
13,0.33689433
14,0.66184705
15,0.82708764
16,0.29240993
17,0.72243106
18,0.7824524
19,0.27714524
20,0.66184705
21,0.5523386
22,0.30960697
23,0.33689433
24,0.4549785
25,0.4300432
26,0.579773
27,0.579773
28,0.49638942
29,0.4974392
30,0.71768993
31,0.60960734
32,0.62201875
33,0.36248964
34,0.688201
35,0.54558474
36,0.31779253
37,0.48577985
38,0.63350517
39,0.2860701
40,0.49463803
41,0.4240074
42,0.27714524
43,0.27918088
44,0.36932153
45,0.688201
46,0.68203336
47,0.39197895
48,0.54483277
49,0.5789493
50,0.6250678
51,0.44560638
52,0.5373172
53,0.27714524
54,0.4552947
55,0.47826698
56,0.5685672
57,0.76648164
58,0.39003152
59,0.33689433
60,0.7106156
61,0.5693962
62,0.49290997
63,0.30834284
64,0.32899353
65,0.57453066
66,0.6100185
67,0.39684
68,0.49290997
69,0.6217895
70,0.57343537
71,0.66184705
72,0.22388904
73,0.49600828
74,0.5242453
75,0.44724864
76,0.27714524
77,0.49638942
78,0.33689433
79,0.5156099
80,0.34653738
81,0.41966996
82,0.33934093
83,0.5685672
84,0.6294075
85,0.36932153
86,0.55704796
87,0.4724467
88,0.41966996
89,0.27714524
90,0.30960697
91,0.32359284
92,0.3685415
93,0.6210538
94,0.7025556
95,0.5789493
96,0.42297348
97,0.64715207
98,0.6915022
99,0.62696666
100,0.48875713
101,0.42767084
102,0.7025556
103,0.27714524
104,0.66184705
105,0.7816967
106,0.5127642
107,0.7025556
108,0.5663271
109,0.33689433
110,0.71066487
111,0.76698536
112,0.2860701
113,0.49290997
114,0.33689433
115,0.60364896
116,0.7025556
117,0.34688604
118,0.591265
119,0.32359284
120,0.33919492
121,0.59092116
122,0.62201875
123,0.2860701
124,0.33689433
125,0.6292436
126,0.66184705
127,0.44560638
128,0.5685672
129,0.27714524
130,0.7290338
131,0.60503733
132,0.70553136
133,0.30960697
134,0.5162931
135,0.51676404
136,0.38798082
137,0.6210538
138,0.33689433
139,0.7893734
140,0.36248964
141,0.48875713
142,0.27714524
143,0.6927221
144,0.5685672
145,0.49290997
146,0.7616688
147,0.6660964
148,0.27714524
149,0.5052511
150,0.27714524
151,0.49290997
152,0.49600828
153,0.4393837
154,0.27714524
155,0.5685672
156,0.591265
157,0.5685672
158,0.84502506
159,0.43312404
160,0.33689433
161,0.66767335
162,0.27508417
163,0.51676404
164,0.5685672
165,0.5685672
166,0.51676404
167,0.26558113
168,0.6662124
169,0.4177274
170,0.5685672
171,0.50347716
172,0.6746946
173,0.4265326
174,0.38798082
175,0.75076836
176,0.68203336
177,0.5658544
178,0.40962633
179,0.30960697
180,0.5698306
181,0.27714524
182,0.6336381
183,0.51676404
184,0.7025556
185,0.73502344
186,0.65488094
187,0.5281126
188,0.63684094
189,0.33689433
190,0.5878572
191,0.33958766
192,0.44768688
193,0.6338264
194,0.6361165
195,0.3174161
196,0.478243
197,0.6686534
198,0.5759239
199,0.37755468
200,0.51676404
201,0.33689433
202,0.2846531
203,0.6361165
204,0.33689433
205,0.5789493
206,0.27714524
207,0.502909
208,0.3923012
209,0.33689433
210,0.5685672
211,0.49290997
212,0.42432258
213,0.37755468
214,0.49439275
215,0.4779848
216,0.4393837
217,0.56745327
218,0.6686534
219,0.5759239
220,0.6361165
221,0.53838557
222,0.4393837
223,0.72245073
224,0.6164055
225,0.28362986
226,0.4393837
227,0.27714524
228,0.33689433
229,0.44560638
230,0.45769727
231,0.66184705
232,0.33689433
233,0.4724467
234,0.5242453
235,0.7284989
236,0.4499906
237,0.35712934
238,0.485354
239,0.60960734
240,0.6298179
241,0.47271597
242,0.27714524
243,0.54347736
244,0.66184705
