id,prediction
0,0.4855248370338588
1,0.5843463101918686
2,0.1913036242913466
3,0.18480402327845227
4,0.46596922589915296
5,0.36278104711349884
6,0.8453102082133439
7,0.19737543400995186
8,0.06623426080998761
9,0.875390882911365
10,0.4882271941294707
11,0.16301568349678855
12,0.9267890835415358
13,0.1760560657482878
14,0.7020358946410695
15,0.9736893116108809
16,0.11574231225075957
17,0.6539285337903917
18,0.8008296911934409
19,0.13791386085671825
20,0.853897953160363
21,0.18543996367945303
22,0.1751551862187914
23,0.260039105983687
24,0.2880833251354645
25,0.34817414618491677
26,0.9303502840264739
27,0.9205238195084227
28,0.6180054824298716
29,0.509767157111938
30,0.5557158512990995
31,0.4559882636940036
32,0.9000677803657736
33,0.1722557671583568
34,0.909406633683561
35,0.6356747319949329
36,0.21540505613670985
37,0.4216243859678737
38,0.8800970263024037
39,0.30372398237005177
40,0.6854046336223737
41,0.2590169867800699
42,0.22336485176481696
43,0.1889302332736798
44,0.4485493668721741
45,0.8496232970399424
46,0.5375782005957978
47,0.2995244259352387
48,0.9580807747861528
49,0.7552521113453918
50,0.5892962428641766
51,0.5565429245186757
52,0.7072993084129117
53,0.12442724207523762
54,0.16682156385848773
55,0.5056827638824537
56,0.6425978188883162
57,0.9738004519926161
58,0.46247656021019784
59,0.29763161804085575
60,0.8171061769766521
61,0.9104387977706648
62,0.4677041878285452
63,0.19134273843110292
64,0.15222008017347147
65,0.23466420588317088
66,0.8366200690823451
67,0.4863580776959403
68,0.2753947981903444
69,0.1546578809968998
70,0.5671277757238834
71,0.2808577168843493
72,0.3494746389607433
73,0.6452957894091511
74,0.6258061200462757
75,0.24464012782599295
76,0.19926684103864167
77,0.5977180460111048
78,0.4324083791697759
79,0.30470125418205907
80,0.44264189188698194
81,0.16044504101146093
82,0.3677085360729243
83,0.5758766791676727
84,0.8009702614333076
85,0.17542210090842264
86,0.7069765256106636
87,0.5143159763683814
88,0.32023945316686403
89,0.320760973125247
90,0.5303128377923009
91,0.06071374838248337
92,0.7530354177340806
93,0.5417682457955487
94,0.6709497414311905
95,0.4965455460817038
96,0.06718123263343116
97,0.5859379878905057
98,0.8069310199906679
99,0.8941823400157275
100,0.698175204354481
101,0.27740780349014027
102,0.8672510191234014
103,0.11276791971248563
104,0.4586975073105456
105,0.812330411604345
106,0.55761778842301
107,0.9494420174149746
108,0.3621448867390327
109,0.11856568438857143
110,0.8560494327509389
111,0.8541923990004009
112,0.22993210674793363
113,0.1955551298096451
114,0.2738600079588075
115,0.6619405989883653
116,0.9274033022627616
117,0.06644243872917033
118,0.5260138205951523
119,0.35268941521928704
120,0.3681112919643847
121,0.8307939000953485
122,0.8738156360648734
123,0.33385288504212474
124,0.17818577664362303
125,0.7356602472865029
126,0.44218363086728313
127,0.2639593232359252
128,0.8275999752044753
129,0.17794176483635063
130,0.9515206613391475
131,0.7270185061303129
132,0.9554031470856948
133,0.4879690792364246
134,0.6451056653247119
135,0.6548733865923844
136,0.21020295093067745
137,0.7045836720544962
138,0.5922421836846069
139,0.9721831481389961
140,0.19399735879779068
141,0.7002531553117289
142,0.12710500819488574
143,0.5179673185812094
144,0.46393534128908875
145,0.389808029042703
146,0.7911590503303411
147,0.7672592206276492
148,0.10294867972528049
149,0.46859399329063334
150,0.4706348626506285
151,0.23814868174048492
152,0.6413650003841473
153,0.5556440722230254
154,0.16656866906920134
155,0.3230395762590989
156,0.7536960100402129
157,0.5953353477515287
158,0.7344481007542463
159,0.33815903943630926
160,0.30387930938884306
161,0.3274766900914411
162,0.35931255468439943
163,0.4459106238496371
164,0.5074380675435393
165,0.74449463042619
166,0.5063514932256011
167,0.15307428189160296
168,0.6751841244829394
169,0.14605504933386534
170,0.7208028744438131
171,0.6129158915341312
172,0.2541827032747616
173,0.15831380665193096
174,0.20662180909631858
175,0.9785240512870064
176,0.8500490059377036
177,0.4553145583038483
178,0.3580680713624605
179,0.5814597998364428
180,0.42905866229250256
181,0.12856748756817352
182,0.590471378436094
183,0.6502020185499006
184,0.8170321080544596
185,0.8048049791849362
186,0.8419256133819303
187,0.5731510328007872
188,0.9143133931759301
189,0.09658770994379383
190,0.2899299278477069
191,0.10350671712250477
192,0.4011845974583822
193,0.8842523536299729
194,0.7176457580754356
195,0.35277288666768664
196,0.918080969915581
197,0.5207793552192393
198,0.939091622729418
199,0.47810611908771594
200,0.8445432250746573
201,0.2876306805699115
202,0.42161531993898127
203,0.9325967945866529
204,0.3763602995735499
205,0.7654250225968596
206,0.10398309115813581
207,0.49583449367926136
208,0.4918994269806866
209,0.1449411523821894
210,0.4006858648174817
211,0.4582057683523239
212,0.09930724804693364
213,0.42302220048411054
214,0.1354265363022278
215,0.7055688057502432
216,0.46441991236142005
217,0.7347341099633765
218,0.6145999377026734
219,0.8066215152636657
220,0.728414817723294
221,0.3146502571294805
222,0.6190089082304834
223,0.4282690137736412
224,0.9363532405824334
225,0.37134913608746967
226,0.4339817934334392
227,0.08424776988404706
228,0.24094578468882946
229,0.47730385165162215
230,0.29185906041342696
231,0.5332049673644507
232,0.3781128657151879
233,0.45361151187553517
234,0.5768374171935348
235,0.7746353296543984
236,0.18894566588094305
237,0.15750533890416996
238,0.46836486295534835
239,0.42969787153490163
240,0.5916965796788736
241,0.10793096196561551
242,0.7467488888370705
243,0.3988424292504943
244,0.8664347709003717
245,0.1805672409947846
246,0.16738440638458726
247,0.6807774059471375
248,0.5110330037410441
249,0.3343469877203454
250,0.46860239738953136
251,0.655365285992019
252,0.609858206586937
253,0.6011750621007129
254,0.21513864072553016
255,0.23609020264187885
256,0.6851004704464507
257,0.9525437162777465
258,0.05784383947626974
259,0.3588705439316331
260,0.11387549278044519
261,0.6825344695796693
262,0.26585998687385387
263,0.044036754885138536
264,0.27614740977097313
265,0.7694556564009691
266,0.6238436796004482
267,0.7004964970708264
