id,prediction
0,0.56069106
1,0.7233907
2,0.3836255
3,0.7037533
4,0.27074176
5,0.7802052
6,0.07748167
7,0.14244814
8,0.18705852
9,0.35183418
10,0.6554958
11,0.45917502
12,0.8706021
13,0.35559908
14,0.6803731
15,0.81665593
16,0.2511825
17,0.8307964
18,0.80200124
19,0.24859941
20,0.8236204
21,0.6575647
22,0.3975808
23,0.10297368
24,0.110588275
25,0.554642
26,0.86260015
27,0.86491585
28,0.67741054
29,0.6076866
30,0.79064536
31,0.74562025
32,0.81121194
33,0.13484359
34,0.64285004
35,0.798576
36,0.34649587
37,0.7602656
38,0.55367804
39,0.16179553
40,0.5680165
41,0.17396139
42,0.21457642
43,0.5477655
44,0.6128674
45,0.6177293
46,0.58919936
47,0.33727908
48,0.7411827
49,0.76528364
50,0.7092451
51,0.43834692
52,0.33147043
53,0.11927803
54,0.3716198
55,0.6693491
56,0.65745884
57,0.85537064
58,0.037088014
59,0.24154164
60,0.827126
61,0.8304114
62,0.71677536
63,0.31946844
64,0.31653568
65,0.25357398
66,0.7903248
67,0.49403638
68,0.38075167
69,0.5964434
70,0.7584089
71,0.72831845
72,0.053119894
73,0.37469655
74,0.6633391
75,0.67233884
76,0.19543722
77,0.5860302
78,0.5000657
79,0.73356366
80,0.37985408
81,0.44607472
82,0.41179273
83,0.6325833
84,0.69030994
85,0.29835415
86,0.6011344
87,0.24235426
88,0.5009919
89,0.27131775
90,0.32797623
91,0.10314338
92,0.28466585
93,0.74226665
94,0.7056917
95,0.7200227
96,0.1427871
97,0.67819256
98,0.69133276
99,0.79336345
100,0.44032764
101,0.25057775
102,0.7722831
103,0.1836771
104,0.5814756
105,0.7497653
106,0.5318817
107,0.83688986
108,0.068058684
109,0.3886178
110,0.7303447
111,0.81353545
112,0.17063701
113,0.17723571
114,0.30654055
115,0.77641034
116,0.77076375
117,0.3532466
118,0.75858057
119,0.5438277
120,0.6777178
121,0.7784673
122,0.80594224
123,0.09402687
124,0.019343402
125,0.22194931
126,0.7713803
127,0.16219756
128,0.7673907
129,0.14122552
130,0.8431019
131,0.43187585
132,0.8144098
133,0.2979622
134,0.745634
135,0.550398
136,0.21846601
137,0.8220335
138,0.41402096
139,0.8628705
140,0.438794
141,0.6121701
142,0.14687009
143,0.5814802
144,0.71242017
145,0.2434554
146,0.7674024
147,0.7902388
148,0.11496961
149,0.806598
150,0.25403
151,0.28133112
152,0.84777963
153,0.29580045
154,0.20595187
155,0.47712436
156,0.2014068
157,0.44162655
158,0.7226756
159,0.2430176
160,0.6594851
161,0.19941667
162,0.6367214
163,0.43847412
164,0.688835
165,0.69289804
166,0.07244476
167,0.2917452
168,0.7841339
169,0.34777513
170,0.81663626
171,0.49538162
172,0.5324276
173,0.05428667
174,0.365216
175,0.86899745
176,0.825229
177,0.13307977
178,0.22243153
179,0.15377966
180,0.5239324
181,0.19993696
182,0.5276805
183,0.17795353
184,0.81512994
185,0.7560693
186,0.81001
187,0.54910374
188,0.73771393
189,0.27936253
190,0.47305506
191,0.3820133
192,0.45246497
193,0.8074758
194,0.7972557
195,0.63723177
196,0.85607177
197,0.70264983
198,0.850632
199,0.15191582
200,0.7135802
201,0.57120544
202,0.33850738
203,0.7056455
204,0.57126784
205,0.80657685
206,0.0327417
207,0.12740321
208,0.4903603
209,0.029452913
210,0.24618979
211,0.71792734
212,0.25139976
213,0.32668352
214,0.35153908
215,0.49196205
216,0.7617672
217,0.6953196
218,0.8095967
219,0.8270895
220,0.55736434
221,0.6390322
222,0.1966139
223,0.8400318
224,0.86295885
225,0.45925468
226,0.7945586
227,0.09278501
228,0.40658653
229,0.23427337
230,0.33471397
231,0.7140694
232,0.56107974
233,0.7325676
234,0.61982495
235,0.77794117
236,0.37359372
237,0.18749043
238,0.2714579
239,0.7197835
240,0.68819666
241,0.60317725
242,0.31905872
243,0.7355575
244,0.8792595
245,0.7661508
246,0.27065518
247,0.7090193
248,0.23438977
249,0.0658496
250,0.455902
251,0.85377175
252,0.58539605
253,0.6359145
254,0.3571094
255,0.24720538
256,0.5068625
257,0.64196986
258,0.13700534
259,0.75877
260,0.03552178
261,0.7196376
262,0.044915464
263,0.19958958
264,0.36964813
265,0.27180767
266,0.82268983
267,0.786946
268,0.48372132
269,0.068096474
270,0.1702728
271,0.40057528
272,0.4118774
273,0.8525963
274,0.6122348
275,0.23790969
276,0.63618886
277,0.06437428
278,0.70545745
279,0.7895743
280,0.6179187
281,0.8110393
282,0.75522214
283,0.8446928
284,0.49389145
285,0.22932696
286,0.2348103
287,0.4440463
288,0.7441688
289,0.6583239
290,0.41862914
291,0.12845793
292,0.16296136
293,0.06863849
294,0.28179076
295,0.33589175
296,0.43839237
297,0.7283046
298,0.60615927
299,0.5512113
300,0.63240755
301,0.49875286
302,0.14562652
303,0.81964904
304,0.704136
305,0.22803779
306,0.6644547
307,0.8491846
308,0.27755544
309,0.823334
310,0.22417973
311,0.10878841
312,0.73407626
313,0.31325257
314,0.60384285
315,0.76817757
316,0.7739228
317,0.5074795
318,0.17481214
319,0.5593616
320,0.63892365
321,0.772641
322,0.6368906
323,0.14572223
324,0.29175088
325,0.21164571
326,0.85424095
327,0.1686616
328,0.64375067
329,0.7054627
330,0.8213263
331,0.07979393
332,0.33195978
333,0.48821932
334,0.7916513
335,0.51193887
336,0.13099256
337,0.56094325
338,0.78050196
339,0.7662292
340,0.8353415
341,0.48204568
342,0.4213171
343,0.24988496
344,0.35336623
345,0.90952677
346,0.77079505
347,0.13067275
348,0.54859257
349,0.76790696
350,0.76439464
351,0.50867224
352,0.31141114
353,0.8299975
354,0.7953507
355,0.6427055
356,0.7546199
357,0.2116674
358,0.40937272
359,0.44153473
360,0.69570005
361,0.3241754
362,0.23371862
363,0.6165018
364,0.1409964
365,0.61173123
366,0.61844075
367,0.18887578
368,0.23199034
369,0.16565484
370,0.445329
371,0.794372
372,0.68871874
373,0.82259643
374,0.22689736
375,0.69497603
376,0.67252827
377,0.55545026
378,0.7837755
379,0.46555984
380,0.13370837
381,0.79194844
382,0.62601525
383,0.34827664
384,0.35515398
385,0.19526142
386,0.19501655
387,0.767452
388,0.8782901
389,0.64311737
390,0.5448317
391,0.14273542
392,0.27091953
393,0.3381223
394,0.64059305
395,0.12386021
396,0.8639589
397,0.641939
398,0.13856015
399,0.13810183
400,0.81157565
401,0.8099304
402,0.48045963
403,0.17804256
404,0.14554758
405,0.5879175
406,0.8456098
407,0.21225487
408,0.24046312
409,0.15733801
410,0.5282353
411,0.030164495
412,0.3846554
413,0.47682518
414,0.23511495
415,0.42543688
416,0.8152229
417,0.6420501
418,0.7379223
419,0.69144654
420,0.7758359
421,0.5314557
422,0.13148743
423,0.585317
424,0.80006826
425,0.06935177
426,0.57068884
427,0.39807463
428,0.59091944
429,0.6557568
430,0.74612474
431,0.3898008
432,0.7673495
433,0.79370016
434,0.4349335
435,0.78566116
436,0.14393754
437,0.10524824
438,0.73245054
439,0.43805158
440,0.24024028
441,0.17288092
442,0.14175364
443,0.7662746
444,0.20118089
445,0.80579215
446,0.19777773
447,0.82043785
448,0.27396342
449,0.26382896
450,0.7052058
451,0.5318553
452,0.33809653
453,0.17836706
454,0.50461495
455,0.3874947
456,0.69787747
457,0.77052015
458,0.6320196
459,0.34038782
460,0.45958528
461,0.86964643
462,0.26103872
463,0.6480088
464,0.5850146
465,0.5301538
466,0.74887455
467,0.1003763
468,0.26231697
469,0.6148924
470,0.018100576
471,0.07478308
472,0.47387698
473,0.13008073
474,0.55062777
475,0.43340367
476,0.23610514
477,0.37316862
478,0.61838686
479,0.66810924
480,0.7310447
481,0.60276663
482,0.09970448
483,0.12194125
484,0.84753436
485,0.102790914
486,0.44292042
487,0.023330431
488,0.20220482
489,0.017659545
490,0.09909574
491,0.43422976
492,0.6358461
493,0.12880144
494,0.48586246
495,0.03277193
496,0.17821501
497,0.37008494
498,0.09710774
499,0.81174487
500,0.6863599
501,0.63589483
502,0.14680451
503,0.31498826
504,0.51250625
505,0.3857014
506,0.8006382
507,0.7692058
508,0.5955718
509,0.3184711
510,0.71635246
511,0.3342809
512,0.5906916
513,0.6975474
514,0.61389285
515,0.65649503
516,0.87498146
517,0.22189352
518,0.57034594
519,0.39460582
520,0.5903938
521,0.69707364
522,0.60410637
523,0.17319943
524,0.7959299
525,0.308434
526,0.71368843
527,0.37082133
528,0.6907763
529,0.40850598
530,0.6977856
531,0.28110197
532,0.22801483
533,0.19882268
534,0.08032926
535,0.63112915
536,0.5993103
537,0.75389403
538,0.017436838
539,0.34689224
540,0.8479901
541,0.8261316
542,0.7458555
543,0.55478495
544,0.36934212
545,0.8182352
546,0.7926889
547,0.7651255
548,0.83753467
549,0.6657556
550,0.72221106
551,0.46509543
552,0.16272831
553,0.43861195
554,0.21554992
555,0.35877526
556,0.6870825
557,0.48680726
558,0.6126671
559,0.73253405
560,0.6881434
561,0.71148944
562,0.5762344
563,0.10127753
564,0.30742785
565,0.5219386
566,0.021919377
567,0.6734603
568,0.28184685
569,0.34426567
570,0.103538446
571,0.407294
572,0.031076072
573,0.3824512
574,0.40811825
575,0.21400231
576,0.13917671
577,0.46123558
578,0.6943927
579,0.74422765
580,0.6543082
581,0.8435455
582,0.82329285
583,0.12192965
584,0.3204271
585,0.2682951
586,0.7091414
587,0.4506404
588,0.583406
589,0.5859104
590,0.15712015
591,0.7262354
592,0.3660655
593,0.4816302
594,0.3610705
595,0.3461321
596,0.7838433
597,0.62817013
598,0.16071826
599,0.6582115
600,0.79738384
601,0.026505513
602,0.7840388
603,0.33334297
604,0.7562984
605,0.4860953
606,0.462174
607,0.7374707
608,0.55301327
609,0.6696736
610,0.3582359
611,0.33575878
612,0.8256054
613,0.17134777
614,0.2108189
615,0.66036147
616,0.7464216
617,0.072112694
618,0.4232661
619,0.034729112
620,0.16210358
621,0.06801255
622,0.028278556
623,0.09382016
624,0.22987808
625,0.017065367
626,0.24989794
627,0.672559
628,0.12975991
629,0.65850383
630,0.047711603
631,0.6117732
632,0.6266502
633,0.6776464
634,0.5895888
635,0.03975089
636,0.7425643
637,0.44354656
638,0.5511642
639,0.43917915
640,0.5350492
641,0.5325232
642,0.04022962
643,0.22259046
644,0.19458015
645,0.5624454
646,0.115198076
647,0.7519656
648,0.3325979
649,0.39565092
650,0.06217587
651,0.46952286
652,0.78996384
653,0.73054796
654,0.06532015
655,0.41256487
656,0.411735
657,0.708744
658,0.4412198
659,0.28786594
660,0.17868078
661,0.72458404
662,0.5877276
663,0.24826814
664,0.50427526
665,0.53933066
666,0.557334
667,0.3869081
668,0.4553363
669,0.4774523
670,0.36953816
671,0.04054506
672,0.751804
673,0.2962863
674,0.08236074
675,0.83784753
676,0.015306901
677,0.6964677
678,0.32663777
679,0.46554857
680,0.22818393
681,0.7933755
682,0.7056037
683,0.64545655
684,0.72176385
685,0.59044975
686,0.51114225
687,0.6329645
688,0.7634349
689,0.7051087
690,0.6017116
691,0.34071392
692,0.6216378
693,0.5688151
694,0.61897546
695,0.079693764
696,0.15174128
697,0.017969979
698,0.23442501
699,0.6305877
700,0.3739865
701,0.83217305
702,0.8582347
703,0.6583164
704,0.059156008
705,0.021565689
706,0.031079711
707,0.5461077
708,0.07008196
709,0.110886686
710,0.6643316
711,0.35771233
712,0.7146351
713,0.2914373
714,0.015404823
715,0.6919639
716,0.7283218
717,0.4014039
718,0.5824701
719,0.56254303
720,0.4054837
721,0.5016703
722,0.14215803
723,0.7629095
724,0.60576946
725,0.67973065
726,0.10213284
727,0.02917928
728,0.65538794
729,0.08283069
730,0.75533396
731,0.11619995
732,0.51602924
733,0.53724426
734,0.40813756
735,0.6789868
736,0.76499265
737,0.23553148
738,0.3944013
739,0.047550034
740,0.78755134
741,0.78564703
742,0.67822695
743,0.6187672
